iter	Logloss
925	0.2685516258
926	0.2685151027
927	0.2685077034
928	0.2684548018
929	0.2684163438
930	0.2683866517
931	0.2683517739
932	0.268320121
933	0.2682593078
934	0.2682410188
935	0.2682399946
936	0.2682233689
937	0.2681974017
938	0.2681710155
939	0.2681433658
940	0.2681003477
941	0.2680917221
942	0.2679871174
943	0.2679322586
944	0.2678592512
945	0.2678318848
946	0.2678053457
947	0.2678044634
948	0.2678016843
949	0.2677510478
950	0.2676922527
951	0.2676814031
952	0.2675802111
953	0.2675338794
954	0.2675328427
955	0.2674989734
956	0.2674980177
957	0.2674758591
958	0.267430658
959	0.2673863936
960	0.2673599582
961	0.2673582136
962	0.2673428574
963	0.2673245381
964	0.267291241
965	0.2672519025
966	0.2672509837
967	0.2671982626
968	0.2671973627
969	0.2671635315
970	0.2671362436
971	0.2671140465
972	0.2670589662
973	0.2670581016
974	0.2670214631
975	0.2669700095
976	0.2669540964
977	0.266925805
978	0.2668744074
979	0.2668417042
980	0.2668396646
981	0.2668137774
982	0.2668001589
983	0.2667265001
984	0.2667061595
985	0.2666784614
986	0.2666379504
987	0.2666026407
988	0.2665893718
989	0.2665571138
990	0.2665263129
991	0.2664277144
992	0.2663763071
993	0.2663323801
994	0.2663151355
995	0.2662823233
996	0.2662814904
997	0.266262938
998	0.2661944095
999	0.2661936124
